accession	W	M	start	end	count	idr_frac	p_window_meet	q_window_meet_global	ptm_count	is_candidate_window	is_idr_localized	region_label	is_significant_q10
O60563	15	2	471	485	3	0.1333333333333333	0.0239760239760239	0.0541447856955878	3	True	False	ORD	True
O60563	15	2	472	486	3	0.1333333333333333	0.0229770229770229	0.0527003954116706	3	True	False	ORD	True
O60563	15	2	473	487	4	0.1333333333333333	0.0199800199800199	0.0480170864873801	4	True	False	ORD	True
O60563	15	2	474	488	4	0.1333333333333333	0.0209790209790209	0.0496661092019316	4	True	False	ORD	True
O60563	15	2	475	489	3	0.1333333333333333	0.0229770229770229	0.0527003954116706	3	True	False	ORD	True
O60563	15	2	476	490	2	0.0666666666666666	0.0219780219780219	0.0511875065151041	2	True	False	ORD	True
O60563	15	2	477	491	2	0.0666666666666666	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O60563	15	2	478	492	2	0.0666666666666666	0.0219780219780219	0.0511875065151041	2	True	False	ORD	True
O60563	15	2	479	493	2	0.0666666666666666	0.0209790209790209	0.0496661092019316	2	True	False	ORD	True
O60563	15	2	480	494	2	0.0	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O60563	15	2	481	495	2	0.0	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O60563	15	2	482	496	2	0.0	0.0209790209790209	0.0496661092019316	2	True	False	ORD	True
O60563	15	2	483	497	2	0.0666666666666666	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O60563	15	2	484	498	2	0.0666666666666666	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O60563	15	2	485	499	2	0.0666666666666666	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O60563	15	2	517	531	2	0.0	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O60563	15	2	518	532	2	0.0	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O60563	15	2	519	533	2	0.0	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O60563	15	2	520	534	2	0.0	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O60563	15	2	521	535	2	0.0	0.0139860139860139	0.0393490586695117	2	True	False	ORD	True
O60563	15	2	522	536	2	0.0	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O60563	15	2	523	537	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O60563	15	2	524	538	2	0.0666666666666666	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O60563	15	2	525	539	2	0.1333333333333333	0.0229770229770229	0.0527003954116706	2	True	False	ORD	True
O60563	15	2	526	540	2	0.1333333333333333	0.0259740259740259	0.056792125757643	2	True	False	ORD	True
O60563	15	2	527	541	2	0.1333333333333333	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O60563	15	2	528	542	2	0.1333333333333333	0.0319680319680319	0.0651046484379817	2	True	False	ORD	True
O60563	15	2	529	543	2	0.1333333333333333	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O60563	15	2	530	544	2	0.1333333333333333	0.0329670329670329	0.066599588700622	2	True	False	ORD	True
O60563	15	2	538	552	2	0.2	0.0379620379620379	0.0741369248583455	2	True	False	ORD	True
O60563	15	2	539	553	2	0.2	0.0369630369630369	0.0727105017211221	2	True	False	ORD	True
O60563	15	2	540	554	2	0.1333333333333333	0.0289710289710289	0.0606687768246828	2	True	False	ORD	True
O60563	15	2	541	555	2	0.1333333333333333	0.0309690309690309	0.0635791044152735	2	True	False	ORD	True
O60563	15	2	542	556	3	0.1333333333333333	0.0259740259740259	0.056792125757643	3	True	False	ORD	True
O60563	15	2	543	557	3	0.1333333333333333	0.0229770229770229	0.0527003954116706	3	True	False	ORD	True
O60563	15	2	544	558	3	0.1333333333333333	0.0229770229770229	0.0527003954116706	3	True	False	ORD	True
O60563	15	2	545	559	3	0.1333333333333333	0.0219780219780219	0.0511875065151041	3	True	False	ORD	True
O60563	15	2	546	560	3	0.1333333333333333	0.0209790209790209	0.0496661092019316	3	True	False	ORD	True
O60563	15	2	547	561	3	0.1333333333333333	0.0209790209790209	0.0496661092019316	3	True	False	ORD	True
O60563	15	2	548	562	3	0.1333333333333333	0.0169830169830169	0.0435718594892349	3	True	False	ORD	True
O60563	15	2	549	563	4	0.1333333333333333	0.0199800199800199	0.0480170864873801	4	True	False	ORD	True
O60563	15	2	550	564	3	0.1333333333333333	0.0179820179820179	0.0450243459848582	3	True	False	ORD	True
O60563	15	2	551	565	3	0.1333333333333333	0.0219780219780219	0.0511875065151041	3	True	False	ORD	True
O60563	15	2	552	566	3	0.0666666666666666	0.0219780219780219	0.0511875065151041	3	True	False	ORD	True
O60563	15	2	553	567	2	0.0	0.0139860139860139	0.0393490586695117	2	True	False	ORD	True
O60563	15	2	554	568	2	0.0	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O60563	15	2	555	569	2	0.0	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O60563	15	2	556	570	2	0.0	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O60331	15	2	254	268	2	0.0	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	255	269	2	0.0	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	256	270	2	0.0	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	257	271	2	0.0	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	258	272	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	259	273	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	260	274	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	261	275	2	0.1333333333333333	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	262	276	2	0.1333333333333333	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	263	277	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	264	278	2	0.2	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60331	15	2	265	279	2	0.2	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60331	15	2	636	650	2	0.1333333333333333	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	637	651	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60331	15	2	638	652	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60331	15	2	639	653	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60331	15	2	640	654	2	0.0	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60331	15	2	641	655	2	0.0	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	642	656	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	643	657	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60331	15	2	644	658	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60331	15	2	645	659	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60331	15	2	646	660	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	647	661	2	0.2	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	648	662	2	0.2	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60331	15	2	649	663	2	0.2	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60341	15	2	419	433	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60341	15	2	420	434	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60341	15	2	421	435	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60341	15	2	422	436	3	0.0666666666666666	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60341	15	2	423	437	3	0.0666666666666666	0.0019980019980019	0.0193256125459515	3	True	False	ORD	True
O60341	15	2	424	438	3	0.0666666666666666	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60341	15	2	425	439	3	0.0666666666666666	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60341	15	2	426	440	3	0.0666666666666666	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60341	15	2	427	441	3	0.1333333333333333	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60341	15	2	428	442	3	0.0666666666666666	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60341	15	2	429	443	3	0.0666666666666666	0.0019980019980019	0.0193256125459515	3	True	False	ORD	True
O60341	15	2	430	444	3	0.0666666666666666	0.0019980019980019	0.0193256125459515	3	True	False	ORD	True
O60341	15	2	431	445	3	0.0666666666666666	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60341	15	2	432	446	3	0.0666666666666666	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60341	15	2	433	447	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60566	15	2	662	676	2	0.1333333333333333	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60566	15	2	663	677	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60566	15	2	664	678	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60566	15	2	665	679	2	0.0666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O60566	15	2	666	680	2	0.0666666666666666	0.0079920079920079	0.0301772619369185	2	True	False	ORD	True
O60566	15	2	667	681	2	0.0666666666666666	0.0069930069930069	0.0283411406252097	2	True	False	ORD	True
O60566	15	2	668	682	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60566	15	2	669	683	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O60566	15	2	670	684	2	0.0666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O60602	15	2	791	805	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	792	806	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	793	807	2	0.1333333333333333	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	794	808	2	0.1333333333333333	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	795	809	2	0.1333333333333333	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	796	810	2	0.1333333333333333	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	797	811	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60602	15	2	798	812	2	0.1333333333333333	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60711	15	2	58	72	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60711	15	2	59	73	2	0.0666666666666666	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60711	15	2	60	74	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60711	15	2	61	75	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60711	15	2	62	76	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60678	15	2	13	27	2	0.0	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	14	28	2	0.0	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	15	29	2	0.0	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	16	30	2	0.0	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	17	31	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	18	32	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	19	33	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	20	34	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	21	35	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	22	36	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	23	37	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60678	15	2	24	38	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60678	15	2	25	39	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O60885	15	2	474	488	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60885	15	2	475	489	2	0.0666666666666666	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60885	15	2	476	490	2	0.0666666666666666	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O60885	15	2	477	491	2	0.0666666666666666	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O60885	15	2	478	492	3	0.0666666666666666	0.0039960039960039	0.0234768014400735	3	True	False	ORD	True
O60885	15	2	479	493	3	0.0666666666666666	0.0029970029970029	0.0211150211150211	3	True	False	ORD	True
O60885	15	2	480	494	4	0.0666666666666666	0.0019980019980019	0.0193256125459515	4	True	False	ORD	True
O60885	15	2	481	495	4	0.0666666666666666	0.0029970029970029	0.0211150211150211	4	True	False	ORD	True
O60885	15	2	482	496	4	0.1333333333333333	0.0019980019980019	0.0193256125459515	4	True	False	ORD	True
O60885	15	2	483	497	4	0.1333333333333333	0.0009990009990009	0.0179065416756418	4	True	False	ORD	True
O60885	15	2	484	498	5	0.1333333333333333	0.0019980019980019	0.0193256125459515	5	True	False	ORD	True
O60885	15	2	485	499	5	0.1333333333333333	0.0029970029970029	0.0211150211150211	5	True	False	ORD	True
O60885	15	2	486	500	5	0.1333333333333333	0.0019980019980019	0.0193256125459515	5	True	False	ORD	True
O60885	15	2	487	501	5	0.1333333333333333	0.0019980019980019	0.0193256125459515	5	True	False	ORD	True
O60885	15	2	488	502	5	0.0666666666666666	0.0029970029970029	0.0211150211150211	5	True	False	ORD	True
O60885	15	2	489	503	5	0.0666666666666666	0.0029970029970029	0.0211150211150211	5	True	False	ORD	True
O60885	15	2	490	504	5	0.0666666666666666	0.0039960039960039	0.0234768014400735	5	True	False	ORD	True
O60885	15	2	491	505	5	0.1333333333333333	0.0039960039960039	0.0234768014400735	5	True	False	ORD	True
O60885	15	2	492	506	5	0.1333333333333333	0.0029970029970029	0.0211150211150211	5	True	False	ORD	True
O60885	15	2	493	507	4	0.1333333333333333	0.0019980019980019	0.0193256125459515	4	True	False	ORD	True
O60885	15	2	494	508	4	0.1333333333333333	0.0019980019980019	0.0193256125459515	4	True	False	ORD	True
O60885	15	2	495	509	3	0.1333333333333333	0.0019980019980019	0.0193256125459515	3	True	False	ORD	True
O60885	15	2	496	510	3	0.2	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60885	15	2	497	511	3	0.2	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60885	15	2	498	512	3	0.2	0.0009990009990009	0.0179065416756418	3	True	False	ORD	True
O60885	15	2	499	513	2	0.2	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O60814	15	2	1	15	8	0.0	0.996003996003996	1.0	8	True	False	ORD	False
O60814	15	2	2	16	8	0.0	0.997002997002997	1.0	8	True	False	ORD	False
O60814	15	2	3	17	9	0.0	0.997002997002997	1.0	9	True	False	ORD	False
O60814	15	2	4	18	9	0.0	0.996003996003996	1.0	9	True	False	ORD	False
O60814	15	2	5	19	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	6	20	11	0.0	0.998001998001998	1.0	11	True	False	ORD	False
O60814	15	2	7	21	11	0.0	0.996003996003996	1.0	11	True	False	ORD	False
O60814	15	2	8	22	11	0.0	0.994005994005994	1.0	11	True	False	ORD	False
O60814	15	2	9	23	11	0.0	0.996003996003996	1.0	11	True	False	ORD	False
O60814	15	2	10	24	10	0.0	0.996003996003996	1.0	10	True	False	ORD	False
O60814	15	2	11	25	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	12	26	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	13	27	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	14	28	11	0.0	0.998001998001998	1.0	11	True	False	ORD	False
O60814	15	2	15	29	12	0.0	0.997002997002997	1.0	12	True	False	ORD	False
O60814	15	2	16	30	13	0.0	0.996003996003996	1.0	13	True	False	ORD	False
O60814	15	2	17	31	14	0.0	0.996003996003996	1.0	14	True	False	ORD	False
O60814	15	2	18	32	14	0.0	0.996003996003996	1.0	14	True	False	ORD	False
O60814	15	2	19	33	14	0.0	0.997002997002997	1.0	14	True	False	ORD	False
O60814	15	2	20	34	13	0.0	0.995004995004995	1.0	13	True	False	ORD	False
O60814	15	2	21	35	12	0.0	0.995004995004995	1.0	12	True	False	ORD	False
O60814	15	2	22	36	11	0.0	0.996003996003996	1.0	11	True	False	ORD	False
O60814	15	2	23	37	11	0.0	0.998001998001998	1.0	11	True	False	ORD	False
O60814	15	2	24	38	11	0.0	0.998001998001998	1.0	11	True	False	ORD	False
O60814	15	2	25	39	12	0.0	0.997002997002997	1.0	12	True	False	ORD	False
O60814	15	2	26	40	12	0.0	0.997002997002997	1.0	12	True	False	ORD	False
O60814	15	2	27	41	12	0.0	0.998001998001998	1.0	12	True	False	ORD	False
O60814	15	2	28	42	12	0.0	0.998001998001998	1.0	12	True	False	ORD	False
O60814	15	2	29	43	11	0.0	0.997002997002997	1.0	11	True	False	ORD	False
O60814	15	2	30	44	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	31	45	10	0.0	0.998001998001998	1.0	10	True	False	ORD	False
O60814	15	2	32	46	10	0.0	0.998001998001998	1.0	10	True	False	ORD	False
O60814	15	2	33	47	10	0.0	0.995004995004995	1.0	10	True	False	ORD	False
O60814	15	2	34	48	10	0.0	0.997002997002997	1.0	10	True	False	ORD	False
O60814	15	2	35	49	10	0.0	0.996003996003996	1.0	10	True	False	ORD	False
O60814	15	2	36	50	10	0.0666666666666666	0.995004995004995	1.0	10	True	False	ORD	False
O60814	15	2	37	51	10	0.0666666666666666	0.99000999000999	1.0	10	True	False	ORD	False
O60814	15	2	38	52	9	0.0666666666666666	0.993006993006993	1.0	9	True	False	ORD	False
O60814	15	2	39	53	8	0.0666666666666666	0.993006993006993	1.0	8	True	False	ORD	False
O60814	15	2	40	54	7	0.0666666666666666	0.994005994005994	1.0	7	True	False	ORD	False
O60814	15	2	41	55	6	0.0666666666666666	0.991008991008991	1.0	6	True	False	ORD	False
O60814	15	2	42	56	5	0.0666666666666666	0.994005994005994	1.0	5	True	False	ORD	False
O60814	15	2	43	57	4	0.0666666666666666	0.994005994005994	1.0	4	True	False	ORD	False
O60814	15	2	44	58	5	0.0666666666666666	0.992007992007992	1.0	5	True	False	ORD	False
O60814	15	2	45	59	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	46	60	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	47	61	6	0.0666666666666666	0.993006993006993	1.0	6	True	False	ORD	False
O60814	15	2	48	62	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	49	63	5	0.0666666666666666	0.995004995004995	1.0	5	True	False	ORD	False
O60814	15	2	50	64	5	0.0666666666666666	0.998001998001998	1.0	5	True	False	ORD	False
O60814	15	2	51	65	5	0.0	1.0	1.0	5	True	False	ORD	False
O60814	15	2	52	66	5	0.0	0.999000999000999	1.0	5	True	False	ORD	False
O60814	15	2	53	67	5	0.0	0.999000999000999	1.0	5	True	False	ORD	False
O60814	15	2	54	68	5	0.0	0.995004995004995	1.0	5	True	False	ORD	False
O60814	15	2	55	69	5	0.0	0.997002997002997	1.0	5	True	False	ORD	False
O60814	15	2	56	70	5	0.0	0.997002997002997	1.0	5	True	False	ORD	False
O60814	15	2	57	71	6	0.0	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	58	72	7	0.0	0.996003996003996	1.0	7	True	False	ORD	False
O60814	15	2	59	73	7	0.0	0.997002997002997	1.0	7	True	False	ORD	False
O60814	15	2	60	74	6	0.0	0.998001998001998	1.0	6	True	False	ORD	False
O60814	15	2	61	75	5	0.0	0.997002997002997	1.0	5	True	False	ORD	False
O60814	15	2	62	76	5	0.0	0.996003996003996	1.0	5	True	False	ORD	False
O60814	15	2	63	77	5	0.0	0.996003996003996	1.0	5	True	False	ORD	False
O60814	15	2	64	78	6	0.0	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	65	79	6	0.0	0.995004995004995	1.0	6	True	False	ORD	False
O60814	15	2	66	80	6	0.0	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	67	81	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	68	82	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	69	83	6	0.0666666666666666	0.994005994005994	1.0	6	True	False	ORD	False
O60814	15	2	70	84	6	0.0666666666666666	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	71	85	6	0.0666666666666666	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	72	86	5	0.1333333333333333	0.993006993006993	1.0	5	True	False	ORD	False
O60814	15	2	73	87	4	0.1333333333333333	0.994005994005994	1.0	4	True	False	ORD	False
O60814	15	2	74	88	3	0.1333333333333333	0.992007992007992	1.0	3	True	False	ORD	False
O60814	15	2	75	89	4	0.1333333333333333	0.99000999000999	1.0	4	True	False	ORD	False
O60814	15	2	76	90	5	0.1333333333333333	0.992007992007992	1.0	5	True	False	ORD	False
O60814	15	2	77	91	4	0.1333333333333333	0.989010989010989	1.0	4	True	False	ORD	False
O60814	15	2	78	92	3	0.1333333333333333	0.99000999000999	1.0	3	True	False	ORD	False
O60814	15	2	79	93	2	0.1333333333333333	0.994005994005994	1.0	2	True	False	ORD	False
O60814	15	2	80	94	2	0.1333333333333333	0.991008991008991	1.0	2	True	False	ORD	False
O60814	15	2	81	95	2	0.1333333333333333	0.991008991008991	1.0	2	True	False	ORD	False
O60814	15	2	82	96	2	0.0666666666666666	0.992007992007992	1.0	2	True	False	ORD	False
O60814	15	2	83	97	2	0.1333333333333333	0.989010989010989	1.0	2	True	False	ORD	False
O60814	15	2	84	98	2	0.1333333333333333	0.989010989010989	1.0	2	True	False	ORD	False
O60814	15	2	85	99	2	0.1333333333333333	0.998001998001998	1.0	2	True	False	ORD	False
O60814	15	2	86	100	2	0.2	0.995004995004995	1.0	2	True	False	ORD	False
O60814	15	2	87	101	2	0.1333333333333333	0.995004995004995	1.0	2	True	False	ORD	False
O60814	15	2	88	102	2	0.1333333333333333	0.993006993006993	1.0	2	True	False	ORD	False
O60814	15	2	89	103	2	0.1333333333333333	0.996003996003996	1.0	2	True	False	ORD	False
O60814	15	2	105	119	2	0.0	0.996003996003996	1.0	2	True	False	ORD	False
O60814	15	2	106	120	3	0.0	0.997002997002997	1.0	3	True	False	ORD	False
O60814	15	2	107	121	3	0.0	0.998001998001998	1.0	3	True	False	ORD	False
O60814	15	2	108	122	3	0.0	0.998001998001998	1.0	3	True	False	ORD	False
O60814	15	2	109	123	3	0.0666666666666666	0.994005994005994	1.0	3	True	False	ORD	False
O60814	15	2	110	124	3	0.0666666666666666	0.994005994005994	1.0	3	True	False	ORD	False
O60814	15	2	111	125	3	0.0666666666666666	0.994005994005994	1.0	3	True	False	ORD	False
O60814	15	2	112	126	3	0.0666666666666666	0.993006993006993	1.0	3	True	False	ORD	False
O60814	15	2	113	127	3	0.0666666666666666	0.992007992007992	1.0	3	True	False	ORD	False
O60814	15	2	114	128	3	0.0666666666666666	0.994005994005994	1.0	3	True	False	ORD	False
O60814	15	2	115	129	3	0.0666666666666666	0.993006993006993	1.0	3	True	False	ORD	False
O60814	15	2	116	130	3	0.1333333333333333	0.989010989010989	1.0	3	True	False	ORD	False
O60814	15	2	117	131	3	0.1333333333333333	0.993006993006993	1.0	3	True	False	ORD	False
O60814	15	2	118	132	3	0.2	0.984015984015984	1.0	3	True	False	ORD	False
O60814	15	2	119	133	2	0.2	0.982017982017982	1.0	2	True	False	ORD	False
O60814	15	2	130	144	2	0.2	0.992007992007992	1.0	2	True	False	ORD	False
O60814	15	2	131	145	3	0.1333333333333333	0.993006993006993	1.0	3	True	False	ORD	False
O60814	15	2	132	146	4	0.1333333333333333	0.992007992007992	1.0	4	True	False	ORD	False
O60814	15	2	133	147	4	0.0666666666666666	0.995004995004995	1.0	4	True	False	ORD	False
O60814	15	2	134	148	4	0.0666666666666666	0.996003996003996	1.0	4	True	False	ORD	False
O60814	15	2	135	149	4	0.0666666666666666	0.995004995004995	1.0	4	True	False	ORD	False
O60814	15	2	136	150	4	0.0666666666666666	0.995004995004995	1.0	4	True	False	ORD	False
O60814	15	2	137	151	4	0.0666666666666666	0.997002997002997	1.0	4	True	False	ORD	False
O60814	15	2	138	152	4	0.0666666666666666	0.997002997002997	1.0	4	True	False	ORD	False
O60814	15	2	139	153	4	0.0666666666666666	0.996003996003996	1.0	4	True	False	ORD	False
O60814	15	2	140	154	5	0.0	0.997002997002997	1.0	5	True	False	ORD	False
O60814	15	2	141	155	6	0.0	0.996003996003996	1.0	6	True	False	ORD	False
O60814	15	2	142	156	7	0.0	0.998001998001998	1.0	7	True	False	ORD	False
O60814	15	2	143	157	8	0.0	0.999000999000999	1.0	8	True	False	ORD	False
O60814	15	2	144	158	8	0.0	0.997002997002997	1.0	8	True	False	ORD	False
O60814	15	2	145	159	8	0.0	0.999000999000999	1.0	8	True	False	ORD	False
O60814	15	2	146	160	7	0.0	0.998001998001998	1.0	7	True	False	ORD	False
O60814	15	2	147	161	6	0.0	0.998001998001998	1.0	6	True	False	ORD	False
O60814	15	2	148	162	6	0.0	0.997002997002997	1.0	6	True	False	ORD	False
O60814	15	2	149	163	7	0.0	0.995004995004995	1.0	7	True	False	ORD	False
O60814	15	2	150	164	8	0.0	0.996003996003996	1.0	8	True	False	ORD	False
O60814	15	2	151	165	9	0.0	0.997002997002997	1.0	9	True	False	ORD	False
O60814	15	2	152	166	10	0.0	0.996003996003996	1.0	10	True	False	ORD	False
O60814	15	2	153	167	11	0.0	0.995004995004995	1.0	11	True	False	ORD	False
O60814	15	2	154	168	11	0.0666666666666666	0.995004995004995	1.0	11	True	False	ORD	False
O60814	15	2	155	169	10	0.0666666666666666	0.994005994005994	1.0	10	True	False	ORD	False
O60814	15	2	156	170	9	0.1333333333333333	0.993006993006993	1.0	9	True	False	ORD	False
O60814	15	2	157	171	8	0.1333333333333333	0.993006993006993	1.0	8	True	False	ORD	False
O60814	15	2	158	172	7	0.1333333333333333	0.996003996003996	1.0	7	True	False	ORD	False
O60825	15	2	454	468	2	0.2666666666666666	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O60825	15	2	455	469	2	0.2	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O60825	15	2	456	470	2	0.2	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O60825	15	2	457	471	2	0.2	0.0109890109890109	0.034965787678265	2	True	False	ORD	True
O60825	15	2	458	472	2	0.2	0.0109890109890109	0.034965787678265	2	True	False	ORD	True
